Spiel_ID;Spieltag;Datum;Uhrzeit;Heim;Gast;Tore_Heim;Tore_Gast;
4677;23;2021-02-26;00:00:00;7;3;2;1;
4678;23;2021-02-27;00:00:00;4;16;5;1;
4679;23;2021-02-27;00:00:00;5;10;3;0;
4680;23;2021-02-27;00:00:00;15;13;2;0;
4681;23;2021-02-27;00:00:00;8;18;5;1;
4682;23;2021-02-27;00:00:00;1;11;3;2;
4683;23;2021-02-28;00:00:00;9;6;1;1;
4684;23;2021-02-28;00:00:00;17;2;0;1;
4685;23;2021-02-28;00:00:00;14;12;1;2;
4695;26;2021-03-01;19:00:00;48;47;0;0;
4696;26;2021-02-26;00:00:00;37;38;3;1;
4697;26;2021-02-27;00:00:00;41;42;1;2;
4698;26;2021-02-27;00:00:00;43;46;4;0;
4699;26;2021-02-27;00:00:00;54;50;2;2;
4700;26;2021-02-27;00:00:00;51;55;2;1;
4701;26;2021-02-27;00:00:00;40;39;1;3;
4702;26;2021-02-27;00:00:00;45;56;1;0;
4703;26;2021-02-28;00:00:00;44;49;1;1;
4704;26;2021-02-28;00:00:00;53;52;1;2;
4714;23;2021-02-26;00:00:00;28;36;0;1;
4715;23;2021-02-26;00:00:00;25;33;1;0;
4716;23;2021-02-27;00:00:00;20;31;2;2;
4717;23;2021-02-27;00:00:00;24;34;3;0;
4718;23;2021-02-27;00:00:00;19;26;1;0;
4719;23;2021-02-28;00:00:00;30;32;3;2;
4720;23;2021-02-28;00:00:00;22;23;3;0;
4721;23;2021-02-28;00:00:00;29;35;0;0;
4722;23;2021-03-01;00:00:00;27;21;1;0;
4751;23;2021-03-03;17:00:00;39;52;0;0;
4752;23;2021-02-05;00:00:00;42;40;3;2;
4753;23;2021-02-06;00:00:00;48;54;0;2;
4754;23;2021-02-06;00:00:00;50;38;3;2;
4755;23;2021-02-06;00:00:00;46;41;2;1;
4756;23;2021-02-06;00:00:00;49;51;2;2;
4757;23;2021-02-06;00:00:00;56;43;0;1;
4758;23;2021-02-07;00:00:00;47;53;0;1;
4759;23;2021-02-07;00:00:00;45;44;3;1;
4760;23;2021-03-17;19:00:00;55;37;0;0;
4851;24;2021-03-05;00:00:00;18;17;0;0;
4852;24;2021-03-06;00:00:00;11;14;0;1;
4853;24;2021-03-06;00:00:00;6;15;2;1;
4854;24;2021-03-06;00:00:00;12;1;0;3;
4855;24;2021-03-06;00:00:00;3;8;1;1;
4856;24;2021-03-06;00:00:00;13;2;2;1;
4857;24;2021-03-06;00:00:00;4;5;4;2;
4858;24;2021-03-07;00:00:00;16;7;1;1;
4859;24;2021-03-07;00:00:00;10;9;0;0;
4869;27;2021-03-08;19:00:00;46;44;0;0;
4870;27;2021-03-05;00:00:00;49;40;3;0;
4871;27;2021-03-06;00:00:00;42;54;2;1;
4872;27;2021-03-06;00:00:00;50;43;0;4;
4873;27;2021-03-06;00:00:00;39;53;2;2;
4874;27;2021-03-06;00:00:00;55;41;1;2;
4875;27;2021-03-06;00:00:00;52;37;1;0;
4876;27;2021-03-06;00:00:00;56;48;1;1;
4877;27;2021-03-07;00:00:00;38;51;3;0;
4878;27;2021-03-07;00:00:00;47;45;2;0;
4897;22;2021-03-09;19:00:00;53;42;0;0;
4898;22;2021-01-30;00:00:00;54;45;0;1;
4899;22;2021-01-30;00:00:00;40;50;3;1;
4900;22;2021-01-30;00:00:00;44;48;0;2;
4901;22;2021-01-30;00:00:00;38;46;0;1;
4902;22;2021-01-31;00:00:00;52;55;3;1;
4903;22;2021-01-31;00:00:00;37;49;0;1;
4904;22;2021-02-01;00:00:00;51;39;1;1;
4905;22;2021-02-24;00:00:00;43;47;1;1;
4906;22;2021-03-02;00:00:00;41;56;2;4;
4935;20;2021-02-05;00:00:00;13;4;0;1;
4936;20;2021-02-06;00:00:00;14;8;5;2;
4937;20;2021-02-06;00:00:00;12;5;2;1;
4938;20;2021-02-06;00:00:00;18;1;0;3;
4939;20;2021-02-06;00:00:00;17;9;1;0;
4940;20;2021-02-06;00:00:00;2;15;0;2;
4941;20;2021-02-06;00:00:00;11;16;1;2;
4942;20;2021-02-07;00:00:00;6;3;1;3;
4943;20;2021-03-10;00:00:00;10;7;0;2;
5044;25;2021-03-12;00:00:00;2;11;3;1;
5045;25;2021-03-13;00:00:00;15;18;5;0;
5046;25;2021-03-13;00:00:00;9;16;2;1;
5047;25;2021-03-13;00:00:00;17;12;1;0;
5048;25;2021-03-13;00:00:00;7;4;1;3;
5049;25;2021-03-13;00:00:00;5;13;2;0;
5050;25;2021-03-14;00:00:00;14;10;1;2;
5051;25;2021-03-14;00:00:00;1;3;1;1;
5052;25;2021-03-14;00:00:00;8;6;2;0;
5137;21;2021-01-26;00:00:00;49;52;3;1;
5138;21;2021-01-26;00:00:00;45;41;2;2;
5139;21;2021-01-26;00:00:00;48;43;1;0;
5140;21;2021-01-26;00:00:00;54;44;0;0;
5141;21;2021-01-27;00:00:00;46;51;1;1;
5142;21;2021-01-27;00:00:00;42;39;4;2;
5143;21;2021-01-27;00:00:00;56;37;0;3;
5144;21;2021-01-27;00:00:00;55;38;1;0;
5145;21;2021-03-10;00:00:00;47;40;1;2;
5146;21;2021-03-17;00:00:00;50;53;0;4;
5230;26;2021-03-19;00:00:00;10;1;0;1;
5231;26;2021-03-20;00:00:00;4;8;4;0;
5232;26;2021-03-20;00:00:00;3;9;5;2;
5233;26;2021-03-20;00:00:00;16;5;2;2;
5234;26;2021-03-20;00:00:00;7;15;1;2;
5235;26;2021-03-20;00:00:00;18;11;0;3;
5236;26;2021-03-21;00:00:00;6;17;1;2;
5237;26;2021-03-21;00:00:00;13;14;3;0;
5238;26;2021-03-21;00:00:00;12;2;2;0;
5267;26;2021-03-19;00:00:00;33;36;2;2;
5268;26;2021-03-20;00:00:00;21;30;2;0;
5269;26;2021-03-20;00:00:00;26;22;2;0;
5270;26;2021-03-20;00:00:00;35;28;1;1;
5271;26;2021-03-21;00:00:00;31;29;2;2;
5272;26;2021-03-21;00:00:00;23;27;1;2;
5273;26;2021-03-21;00:00:00;34;25;1;1;
5274;26;2021-03-22;00:00:00;32;24;0;3;
5275;26;2021-04-14;18:30:00;19;20;0;0;
5276;29;2021-03-19;00:00:00;39;41;2;3;
5277;29;2021-03-20;00:00:00;46;48;1;0;
5278;29;2021-03-20;00:00:00;42;51;1;0;
5279;29;2021-03-20;00:00:00;38;53;2;3;
5280;29;2021-03-20;00:00:00;52;44;3;2;
5281;29;2021-03-20;00:00:00;56;54;1;0;
5282;29;2021-03-20;00:00:00;55;40;2;2;
5283;29;2021-03-21;00:00:00;50;47;2;1;
5284;29;2021-03-21;00:00:00;49;45;2;1;
5285;29;2021-03-22;00:00:00;37;43;1;0;
5416;24;2021-02-13;00:00:00;54;47;1;1;
5417;24;2021-02-13;00:00:00;37;42;0;0;
5418;24;2021-02-13;00:00:00;48;45;0;1;
5419;24;2021-02-14;00:00:00;38;39;0;1;
5420;24;2021-02-14;00:00:00;43;55;3;1;
5421;24;2021-02-15;00:00:00;44;56;2;1;
5422;24;2021-03-09;00:00:00;41;50;1;0;
5423;24;2021-03-16;00:00:00;51;52;1;1;
5424;24;2021-03-17;00:00:00;40;46;1;1;
5425;24;2021-03-27;00:00:00;53;49;1;1;
5622;27;2021-04-03;00:00:00;5;3;1;2;
5623;27;2021-04-03;00:00:00;14;18;2;1;
5624;27;2021-04-03;00:00:00;15;16;1;0;
5625;27;2021-04-03;00:00:00;17;10;1;1;
5626;27;2021-04-03;00:00:00;2;6;2;1;
5627;27;2021-04-03;00:00:00;1;4;0;1;
5628;27;2021-04-03;00:00:00;11;12;2;1;
5629;27;2021-04-04;00:00:00;8;7;1;0;
5630;27;2021-04-04;00:00:00;9;13;1;1;
5631;27;2021-04-05;20:30:00;27;35;0;0;
5632;27;2021-04-03;00:00:00;30;31;0;1;
5633;27;2021-04-03;00:00:00;24;19;2;1;
5634;27;2021-04-03;00:00:00;36;23;0;1;
5635;27;2021-04-04;00:00:00;28;32;1;2;
5636;27;2021-04-04;00:00:00;20;21;3;3;
5637;27;2021-04-04;00:00:00;22;34;1;0;
5638;27;2021-04-04;00:00:00;25;26;1;1;
5639;27;2021-04-04;00:00:00;29;33;2;1;
5668;30;2021-04-03;00:00:00;48;49;1;0;
5669;30;2021-04-03;00:00:00;54;51;3;1;
5670;30;2021-04-03;00:00:00;53;37;1;3;
5671;30;2021-04-03;00:00:00;56;46;2;0;
5672;30;2021-04-03;00:00:00;47;55;2;3;
5673;30;2021-04-03;00:00:00;40;52;1;2;
5674;30;2021-04-03;00:00:00;45;39;2;2;
5675;30;2021-04-04;00:00:00;44;50;2;0;
5676;30;2021-04-04;00:00:00;43;42;0;0;
5677;30;2021-04-05;00:00:00;41;38;1;1;
5715;25;2021-04-08;18:30:00;20;34;0;0;
5716;25;2021-03-12;00:00:00;24;21;0;2;
5717;25;2021-03-13;00:00:00;28;26;4;1;
5718;25;2021-03-13;00:00:00;22;32;0;0;
5719;25;2021-03-14;00:00:00;36;35;0;0;
5720;25;2021-03-14;00:00:00;29;23;1;1;
5721;25;2021-03-15;00:00:00;27;33;0;2;
5722;25;2021-03-17;00:00:00;25;31;1;2;
5723;25;2021-04-06;00:00:00;30;19;1;0;
5724;28;2021-03-12;00:00:00;53;55;1;1;
5725;28;2021-03-13;00:00:00;43;39;1;1;
5726;28;2021-03-13;00:00:00;47;56;0;2;
5727;28;2021-03-13;00:00:00;45;46;1;2;
5728;28;2021-03-13;00:00:00;41;52;3;1;
5729;28;2021-03-13;00:00:00;51;37;0;4;
5730;28;2021-03-14;00:00:00;40;38;2;1;
5731;28;2021-03-14;00:00:00;48;50;0;1;
5732;28;2021-03-15;00:00:00;44;42;0;3;
5733;28;2021-04-07;00:00:00;54;49;2;2;
5827;28;2021-04-09;00:00:00;21;28;1;2;
5828;28;2021-04-09;00:00:00;31;22;0;0;
5829;28;2021-04-10;00:00:00;32;36;0;0;
5830;28;2021-04-10;00:00:00;33;24;3;0;
5831;28;2021-04-10;00:00:00;26;27;1;3;
5832;28;2021-04-10;00:00:00;19;25;0;0;
5833;28;2021-04-11;00:00:00;20;30;1;3;
5834;28;2021-04-11;00:00:00;23;35;0;4;
5835;28;2021-04-11;00:00:00;34;29;1;1;
5846;28;2021-04-09;00:00:00;10;12;1;0;
5847;28;2021-04-10;00:00:00;4;9;1;1;
5848;28;2021-04-10;00:00:00;3;15;4;3;
5849;28;2021-04-10;00:00:00;13;11;2;2;
5850;28;2021-04-10;00:00:00;7;1;1;4;
5851;28;2021-04-10;00:00:00;8;5;2;3;
5852;28;2021-04-11;00:00:00;18;2;1;0;
5853;28;2021-04-11;00:00:00;16;17;2;3;
5854;28;2021-04-12;00:00:00;6;14;0;0;
5864;31;2021-04-09;00:00:00;51;53;2;1;
5865;31;2021-04-10;00:00:00;52;48;1;1;
5866;31;2021-04-10;00:00:00;42;56;0;2;
5867;31;2021-04-10;00:00:00;55;54;1;1;
5868;31;2021-04-10;00:00:00;37;40;3;2;
5869;31;2021-04-10;00:00:00;39;44;2;1;
5870;31;2021-04-10;00:00:00;46;47;2;2;
5871;31;2021-04-11;00:00:00;49;41;1;2;
5872;31;2021-04-11;00:00:00;38;43;2;0;
5873;31;2021-04-12;00:00:00;50;45;0;3;
5903;24;2021-04-16;18:30:00;22;21;0;0;
5942;29;2021-04-17;15:30:00;11;3;0;0;
5943;29;2021-04-17;15:30:00;15;4;0;0;
5944;29;2021-04-17;15:30:00;12;18;0;0;
5945;29;2021-04-17;15:30:00;9;8;0;0;
5946;29;2021-04-17;15:30:00;2;10;0;0;
5947;29;2021-04-17;18:30:00;14;16;0;0;
5948;29;2021-04-16;00:00:00;1;6;0;0;
5949;29;2021-04-18;15:30:00;5;7;0;0;
5950;29;2021-04-18;00:00:00;17;13;0;0;
5951;29;2021-04-17;13:00:00;27;34;0;0;
5952;29;2021-04-16;00:00:00;28;31;2;2;
5953;29;2021-04-16;00:00:00;35;33;0;0;
5954;29;2021-04-18;13:30:00;24;20;0;0;
5955;29;2021-04-18;13:30:00;25;30;0;0;
5956;29;2021-04-18;13:30:00;23;32;0;0;
5957;29;2021-04-22;20:30:00;22;21;0;0;
5958;29;2021-04-26;18:00:00;36;26;0;0;
5959;29;2021-04-27;18:30:00;29;19;0;0;
5960;32;2021-04-17;14:00:00;56;49;0;0;
5961;32;2021-04-17;00:00:00;43;52;0;0;
5962;32;2021-04-17;14:00:00;41;51;0;0;
5963;32;2021-04-17;14:00:00;40;53;0;0;
5964;32;2021-04-17;14:00:00;44;37;0;0;
5965;32;2021-04-17;14:00:00;54;39;0;0;
5966;32;2021-04-16;00:00:00;47;42;0;1;
5967;32;2021-04-18;13:00:00;46;50;0;0;
5968;32;2021-04-18;14:00:00;48;55;0;0;
5969;32;2021-04-18;15:00:00;45;38;0;0;
